text,label
bonito hein cena linda posso participar casalzinho ae httpstcokwvi9efkbl,0
aaaaaaa quero falar trabalho sobre refugiados sei vou conseguir,0
sopram ventos mudança pnr congratulase discurso realdonaldtrump httpstcocosa9mq2hb,0
rt estadohiramico cara entrevistou bolsonarosp ficou igual putinha concordando agora lança legenda canalha arrombado _,0
rt wintercosta arrebentou palestra deveria passar dia todo todos canais tv toda américa latina socialistas _,0
existem negros nazistas sim,0
obrigado eli lake bloombarg view nsa fbinão deveriam interferir políticae situação mu _ httpstcor2ymaxu1n2,0
josybreda tentar justificar natural coisa natural grande mal esquerda faz crianças,0
qndo falo ir mulher refiro meter rola nela httpstcozynjrvgljy,1
alemagnnusb gentebranca1 perfil fala mau gente branca racista coerência cadê httptco3lqjr2tn85,0
intoxicação mariquice mental ditadura relativismo anulam valores enfraquecem vontades _ httpstcoqva99fyyk9,1
últimas 30 fotos galeria devem prints disto paras fufas juro ahahah,1
linknpacto miga pare construção social enxerga além burra racista,0
ronaldo ganhar prémio melhor mundo espero volte dizer soltarem fogos madeira verão passado deu merda,0
imaginem cotovelite soares deve hoje ontem ter sido agredido olho jogador t _ httpstcoj5qgx5irmc,0
rt vulgo_digatta feia achando bela gorda achando gostosa olhos sangram,1
fcancio tão tolerantes democratas sabem perder hipócritas ressabiados vão esgotar medicamento httpstcoseslcwailg,0
rt voluptama secretário real madrid pdc passar atender telefones httpstcoksx4p0yvs6,0
love on top fufas lá,1
chiiaritta sabes porque começas ver equações trigonométricas segunda classe,0
editorahumanas deixou sair filho feminismo nao ajuda so ajuda pra praticar abortodepois q ja _ httpstcor7yyj77imb,0
agenda sãopaulo 1103 congresso evangelizar kids igreja batista povo httpstco4nsfgr5fal,0
trabalhando graças feminismo rh decide vou escolher mulher pq nao concluindo faculdade cagou foto bolsonaro,1
otmar03 estadao pra cara bb jornalista httpstcov304umzxvm,0
rt rafaelapfonseca to mijando rir desses tweets kfhskfjhrksbfkehdkr melhor página direitafalando,0
espiritosantocaos iluminação pública ruas resolveu situação soltar pombinhas tb agora psoloficial,0
bela lógica camarada liberalse colocares actores muçulmanos tv vãose juntar isismas hey islão odio,0
pnr apresentase primeira vez santamariafeira autárquicas força anselmooliveira lusa_noticias _ httpstco6ot13kpoxx,0
preta_mudiwa amiga calma crítica,0
haha feminismo defende todas pautas esquerda esquerda perder faz protesto nunca prote _ httpstcowjvqaafl1s,0
rt umtricampeao jogador tondela vê segundo amarelo agredido cotovelada soares apito dourado volta htt _,0
hora puta viado online,1
vc 4 paus sim httpstco342mobcyqh,0
alineborel oi sugeri jv ninguém deu bola tá afim vc moral vem gente rsrsrs,0
amtc74 capazes estranho,0
pauloap felipehamachi ain pq toy story mostra capitalismo menino escraviza brinquedos pq sera woody negro,0
francischini_ feliz dia pra tambem httpstco9dudm6ugcl,0
abri janela tava gorda apartamento frente olhando pra baixo chorando acho caiu empadinha,1
rt olhosvioleta_ hoje dia seres perfeitos planeta mulheres,1
bolha preconceito tudo vai contra agenda esquerda manda agenda feminista httpstconifvhcjezc,0
rt falloneil bicho senti burra ouvindo mulher falar masterchefbr,0
mvsmotta hahahahahahaha duvido vou viver pra,0
giovannamanda maioria argumentos fans bolsonaro toda feminista feia cabeluda gorda etc,1
sorte hoje vc joelma,0
cintrica corte europeia ddhh decidir estados europeus obrigados dar visto humanitário refugiados,0
comparecerei jantar associação correspondentes casa branca ano desejo todos melhor _ httpstcokr0xhcmm2n,0
impedir imigrantes ilegais meramente cumprir promessa campanha membros gangues traficantes _ httpstcon6dyly90tz,0
porra q mulher burra,1
carne negra esfha habibs vou evitar calabresa,0
ter cabelo curto desgraça sempre tá feia gorda,1
iran últimos suspiros pronto prum colapso eua veio salvavidas forma acordo c iran 150 bilhões,0
ain repente assim mano pq vcs acham q postei ler texto apelo meritocracia q diz título,0
adoro católicos lembram bíblia deus serem homofóbicos islão religião violência,0
1618 amado batista tira 38 cintura dá 3 tiros pro alto grita bolsonaro 2018 muitos aplausos algumas vaias,0
ontem batemos recorde utilização palavra nabo tv portuguesa acreditam httpstcomggg26apji overdosedetourette,0
rt thalytaangelici sapatão sofre tanto,1
_latinlover_ cedemos encanto caímos boca caro,0
biainthehouzze saber aceitar mudanças certo,0
joaquinvoltou jqteixeira reasalvagni,0
rt yes_anamia n aguento sozinha n aguento gorda n aguento feia n aguento peso morto mundo n ag _,1
estadao nunca vi coletivismo lutando direitos mulher islamismo massa manobra d _ httpstcodosd6scanu,0
general keith kellog conheço bom tempo grandes chances ir pra nsa outros 3 _ httpstcotqs1ydbyft,0
confira contribuição integrantes blog marca insecta shoes realmente httpstcowa9t6vhirl,0
joana maranhão maranhão maranhão perde piscina melhor fazer textão veja,0
rt rpsantos1970 grandes respeitados podemos voltar sêlo renovar portugal missão obrigação juntos vamo _,0
poliana bagatini 29 anos mulher cantor sertanejo vitor chaves dupla victor leo registrou queixa httpstcoz9ffafmp72,0
anacarolinars zzzz completou gorda feia faltou boba pra 5a série,1
vamo invadir hilux ae httpstcoef9ibpfri1,0
democracia pro reinaldão cada dia patético httpstcoh4r3e7apxx,0
rt direitafalando hj vou prestar queixa ter sido vitima racismo inverso chamaram branco azedo,1
rt bing_fla justiceiro_sujo chamasse branquinha iam falar bastava namorar branca orgulhar ainda,0
scp falha golos jogadores isolados ninguém baliza scp perde setúbal scp eliminado sportinguistas culpam slb,0
bom achar dinheiro bolso otros,0
rt odecarvalho 1 mídia adestra povo julgue homem faz diz,0
paullamirella vc conhece banda thecorrs fikdik runaway frontiers at your side aí vai amomuito,0
rainhaim rapaeo criticar gente branca posto vários prints racistas denúncia,0
gentebranca1 quanto mimimi cota amor brancos melhorem,0
guiwde josytelles_real acolher refugiados loirinhos tá moda dá ibope pra ninguém lgbt,1
vivo declaração conjunta presidente trump primeiro ministro shinzo abe httpstcoo6bhxpb9ww httpstcolvoh7ac91l,0
capitalismo posso pegar pokemon aí httpstcoz7g92jztox,0
pasta leite ninho pão lo branco recheios ganache ninho morangos bolosemuberlândia paodequeijo httpstcobrkxo8kjgk,0
mulher sofre balada gorda feia quiser pegar cara pega fica c fama barangueiro pega fica c fama viado,1
mina tão gorda indireta mandei pra serviu,1
feliz dia mulheres rachelsherazade certamente principal voz feminina tv,0
rt brupls vai fude cara quer retratar jesus retrata cara branco cabelo sedoso olho azul etc cara nasceu oriente médio _,0
rt odedonafrida samaris fala melhor português jorge jesus,0
preciso arrumar quarto contrato estagiário,0
imagina cutucar pessoa facebook hanseníase sente,0
fcancio pensar trump,0
hoje noite novidades aqui muitas novidades apareçam partir 21h00,0
pimentinha_17 então reflita comentntário friend esotu justificando defendendo pq famosa faria qq pssoa abç,0
promoção dia vendese rosas deserto idade 08 meses cores mistas branco rubro simples httpstcozu3pxqgkk6,0
bora chuva deslike lixo assaltante cantou música camburão ficou famoso país lixo httpstcodadidw6e60,0
desejo homem mulher desejo mulher desejo homem mulherdeverdade,1
rt odedonafrida benfica rouba tanto jogadores actuam cara tapada httpstcoo14fecgwuv,0
adiosiago amandassini vc quer q chame q palmito,0
contrário lobos comunistas fariam escândalo toda mídia cobriria prof odecarvalho sabe bem dis _ httpstcoyy0dhradhl,0
comunismo bom venezuela nao estaria jeito tá,0
ataca imigração ilegal idiotas motivo aspas mérito ótima ideia vcs contratam funcio _ httpstcobl9xpbx1hn,0
50mil empresas encerradas 10mil insolvência nesta governação jan17 baixar desempr _ httpstcouzsgof0p2q,0
padre deu pajero pro pai menino acusou pedofilia httpstcou8fe9gkoeg,0
cidade lisboa anoitecer estrela acrílico stela httpstco0hebjivdnu,0
bem igreja catolica podia promover nova cruzada né,0
rt implicante_org enquanto doria viaja busca investimentos suplicy quer visitar uruguai httpstconwuurwk2hs http _,0
curate_angola bebés crianças resumem bebés né vi crianças 567 anos serem intolerantes,0
orfeu xxi música vida dignidade afinal fronteira muro possa conter música mundo httpstcon0nm87wudh,0
rt olivaldoweiler então socialismo produz refugiados socialismo falha httpstcoe7im31s3cj,0
vamos lutar fim httpstcoyr3ve0ue0w,0
incrível espírito otimismo espalhando país agora_estamos trazendo volta empregos assista _ httpstcopgdc1ofgsx,0
sicnoticias solução ovni httpstcohgylqx4vch,0
sabia dong pro ng tavam lisboa masta ficou angola,0
ter cota pra inteligentes kkk,0
10h manhã hora pensar onde vou almoçar pausa trabalho maconheiro acorda 12h torn _ httpstcoyggxarnj37,0
10 junho habitual marchadanacionalidade arranca campanha autárquica pnr venha connosco _ httpstcosco6edomhx,0
sinto tao feia gorda aí pessoas vem dizem vc tão bonita ta gorda logo tiro fdp askanamia,1
afinal time presídio precisa goleiro httpstcowpxhsyvgdk,0
governo corrupto refleti todos poderes total corrupção matar bebês maior corrupção humana httpstcob03ccscmln,0
rt jairbolsonaro agora dizem quero proibir vídeo game deus game over calúnia httpstcosszxsgb3ot,0
felipe neto x pastor malafaia igual argentina x estado islâmico escolher lado quero ver sangue paz,0
rt capitalismoop arantxanome certeza marido maria rosário têm oferecer,0
mel chupeta impossível explicação cristalina feito água bacharel história educadora httpstcok5x79t26w7,0
rt reginaldo_mo vamos derrotar ideologia gênero escolasempartidoja httpstco1h5p8aol1w,0
sobre tal goza boca httpstcoi1vtf6qxqq,0
hoje 19h45 rtp1 tempo antena anual pnr perder divulgar httpstcoykfflc9akz,0
bem redeglobo poderia fazer alexandregarcia httpstcobeuwpfnqaf,0
vo chega garra daqui 7h toda perdida saber nd 3 mil conteúdo atrasado triste feia gorda burra,1
falam trump vários países aceitaram refugiados dexmag httpstcolj3apghgab via dexmagazine,0
manda pro amigo franguinha httpbigassmessagecom2fef80ca9,0
pauloap vc nao consegue ver filme politica meio,0
meio escândalos corrupção nepotismo presidente angola anunciou tentará reeleição 2017 httpstcomnlxsqs3vg,0
portugueses uns pessimistas acredito c música eurovisão salvador sobral pode superar votação ano passado,0
devem invertidos dados aqui arma proibido lá q liberado louco httpstcoc8bzvbcix1,0
nunca vou conseguir emagrecer vou sempre gorda feia fracassada,1
dieaug espaço palavra vazamentos contamos compreensão leitores usar palavra furos agradecemos vdd msg,0
nossaesse povo whats come dorme viciadosjesus amado,0
tida mulher real gorda magra alta baixa pretabranca feia bonita toda mulher real mulher real outra,0
podem começar mimimi muxibentas,0
2 golos respetivas jogadas prova benfica claramente levado colo taça liga vergonha,0
rt maxwellbaliza justiceiro_sujo página melhor modo provar justiça social passa modinha,0
sério ainda gente fica postando foto legenda gorda feia,1
rt bolsonarosp audiência custódia preso esculhamba juiz tudo certo porque desacato liberdade expressão crime https _,0
observação quaresma favor substituir xis bêicon peixe frito resto tá tudo liberado obrigado,0
ning_em questões d adaptação mete inglês branco neve angola vê qnt tempo apanha escaldão,0
culpa estrelas vermelhas httpstco5r8thlv1b8,0
centeno acatasse conselho cds demitindose irrevogavelmente poder regressar viceprimeiroministro,0
reinaldoazevedo simples fato apoiar jairbolsonaro direita xucra conversar quê cara desses babaca total,0
ciclo retardo pessoa posta merda zuada aguenta protege conta httpstcosc4uxs4gzz,0
rt alexandrevidalr fpdobbin g1 eita zero alemanha avança restringir uso burca httpstcoz66n4bz0q5 via dw_brasil,0
marlenebicalho viu fotos postei,0
devemos melhorar sistema educacional crianças pra tornar américa grande novamente dia maravilhoso _ httpstcoi9kjbcm5nj,0
rt joaquinvoltou aprenderam cantar marchinha sensação carnaval 2017 httpstconzhdmavjen,0
felipe neto foda meados 200920102011 mandava bem humor negro virou personagem bicha pra ganhar money gayzada,1
rt altrightbr folha s paulo omitiu 20 milhões mortes feitas revolução russa reportagem surpreso htt _,0
rt vitormramalho tudo boa gente outras pnr httpstcoy2i91hiyma,0
esquerda reclama coisas inventadas própria esquerda racismo homofobia machismo nazismo cultura estupro luta classes,1
américa norte conceito jogar mata escolas ligeiramente diferente pratica aqui _ httpstcojj3a3bxxlo,0
curate_angola dá pra comparar coisa outra,0
juande volta terra boloni volta terra taison deixate ucrania investidores venham norte,1
ashblonde1091 pestil3nce rckmbch felipepesta bom xingar falecida tô chamando ruim feia gorda tempo,1
feministas mundo melhor,1
mundo fufas mim,1
capitalismoop pois deu mim tb,0
chuva tweets xingando origem site diario nordeste globo httptcovekpqyjj,0
cada gol perdido borja ontem fio cabelo branco garantido velhice bom dia,0
pensando mulherdeverdade íntegra sentimentos consigo outros essência,0
sabe voce eh feia cara eh gorda eh casokkkchorando,1
larryshine28 feminista qm defende direitos iguais n preciso feiacabeludagorda pra querer msm salário msm func,1
eduardo bolsonaro nao cuspiu jean tudo truque vídeo manipulados,0
assim faze vamos fazer mesma ação brasil comecem compartilhando deixando insatisfação httpstcoy97xru3eer,0
rocha_02 urnas eletrônicas venezuelanas médicos cubanos refugiados haitianos votaram dila fez questão desmentir,0
feliz dia mulheres httpstcob4dysdugw4,0
perplexo apático diante toda podridão partidos ar media continuam confortavelmente _ httpstcohfkljzdfjg,0
rt prylliimaa cicibranco uolnoticias uol burra pq concordo vcs pensei q mulher livre ah éa liberdade acaba quand _,1
coebravo foda to ai gorda feia idiota,1
tchulim gente fofura,0
falta punição pra estuprador assassinos httpstcop8vw4bk7gi,0
dilma 7x1 primeira dama gostosa httpstcopkiztuhpdd,0
feministas criaram hashtag primeiroassédio número denúncias violência contra mulher httpstcots6advcgjz,0
sabe acaba tráfico parando fumar maconha vagabundo imundo,0
indignada canalhas falando silas malafaia notícia recente pastor mostro inocência,0
rt lionnisterz sapatão tão nervosaz httpstcoutm5uaa14y,1
entrevista kiridíssima ellenpage dando falar httpstcokeephb20cz,0
alguem coloca faca muçulmano peito merkelpq acontece alemanha httpstcosj22qkma3n,1
rt theocoxinha sexo animais pode importante indicador potencial coocorrência crimes sexuais contra crianças mulher _,0
bbb graças q vao passar festa toda falando mal outros roberta gorda feia fazendo caretas kkkkk eliminadoa bbb,1
cabras cabritos consegue emprestar super juiz consegue enganar,0
rt tonhodrinks mídia virou realmente inimiga voraz tudo narrativa degenerada absurdo completo https _,0
big fish unico filme presta tim burton,0
cota racismo todos iguais,0
bolsonaopressor vagabunda bbb,0
rt destruectag to dando vários berros direitafalando,0
aaaaaa turma 9 homens prof fala cabo sapatão conector femea femea todo mundo olha pra mim,1
antes irem atrás notícia requentada desonesta intelectualmente revistaistoe assista vídeo _ httpstco9wggxxs1gd,0
preto nada contra,1
feministas deveriam passar 18 horas dia lavando louça descanso,1
pesado real estaremos ocupando ruas neste dia 8m httpstco1mfoko22ks,0
contra redução maior idade penal psol pt cidadão poderia ter arma pra defender c _ httpstco1t8cnuwcdb,0
estadao unicornio,0
mãe acabou ideia foto pensado enfiou lençol branco sei onde ficou legalzinha,0
espantosa total falta nível comentários certos jovens esquerda caviar apenas safam têm algum humor,0
ruim ter chileno branco uns dias fica preto,1
bacana bbc apóia galera entrar indiscriminadamente eua top né httpstcoepfrbe010f,1
estadao trump demitiu cara audiência aprendiz tava caindo correto,0
imbecil usa ironia figura linguagem responder consegue refutar nada falei httpstcoah86xoyvjg,0
burra mulher aceita amante pois valorizar traidor ajuda destruir relacionamento nunca moral única,1
rt rpsantos1970 interrupções voluntárias gravidez cultura morte legalmente efectuadas hospitais portugal 20012012 https _,0
caviar pc siqueira querendo pagar semteto mole httpstcoy6ggoh3rw9,0
rt dam_ocu faz tanto sentido dizer q angola colônia httpstcoeuy2gjaxlg,0
rt joaquinvoltou ué turma defende marginal revoltado pessoal tirando sélfi goleiro bruno então guerreiro povo n _,0
pessoas ruivas onde habitam,0
carlosbolsonaro daqui pouco vão falar vendeu faca bandido jairbolsonaro,0
agenda março 18 19 simpósio sobre ideologia gênero,0
daqui meses abranda histeria torno trump alvo media força mlp_officiel elyseemarine httpstco8nbzc83eb7,0
rt feministinho hoje vi mulher afogando clube fiquei apenas longe incentivandoa roubar protagonismo velóri _,1
angelicamorango taí qria picolé carambola jambo recifefeelings dia hj mto trab noite solidão fera,0
claro afinal acima bem mal pq nunca vistoriou obra apartamentos terceiros httpstcoaimo1ysfcx,0
rt panichiraphael lembremse feminazis oriente médio mundo muçulmano onde reina sharia dia internacional mulher _,1
alexandrekirwan melhor forma ajudar refugiados levar cultura ocidental pra lá contrário espalhando problema,1
contra todos ataques nação identidade família nacionalismo solução ventos mudança httpstco4p1tapsnaj,0
estudioi ter tempo pra cuidar família grande problema pra mulher pra qq pessoa trabalha filhos,0
acabo nomear general hr mcmaster conselheiro segurança nacional httpstcoiesaos0yfg,0
suspeitei suportaria tanta decepção felipeneto,0
birras partidocracia prejudicam nação ppdpsd bom redução tsu todos ganham govpt httpstcouryzhme2l6,0
paneleiro_ aprecio bom humor,0
linknpacto prefere explique didaticamente rache,0
kikoishot ruihcruz sim dei umas 10,0
rt rachelsherazade mitou desigualdade gêneros inaceitável vamos lutar contra injustiça httpstcokytybjwk89,0
reinaldoazevedo veja ta feliz né reinaldo voce maior decepção desse país quase nível pt httpstcog4gcsrrluh,0
menos ditadura melhorou economia agora posso ir pra miami primeira classe,0
moça quero tênis pra homem vc acha tênis vai reparar,1
m_elizanarciso pessoas desconhecidas vc sabe índole ideia abrigar todos refugiados mesma coisa,0
hora votar bolsonaro todos políticos corruptos hora votar impeachment parabéns _ httpstcoojg0ku0gjw,0
rt djluizinho22 jhullymelo79 sapatão errei traveco mó pirocão,1
primeira vez pnr presente coimbra autárquicas coimbra assim encanto vitormramalho _ httpstcop3rjoqbcgm,0
dizem barcelona enfiou 6 psg porque viu branco achou santos jovempan villamarcovilla estadio97,0
rt naokahlo junta gráfico proposta reforma previdência tirem conclusões httpstcolomhlndjhx,0
dirigentes cúpula pnr reuniram ontem cantanhede trabalho pára httpstcofu3angrnz8,0
acham bandido machista to entendendo logica feminista agora toda atitude bandido cometido _ httpstcoqwutya0kwb,0
rt desesquerdizada pro marcelofreixo socialismo dia enganando trouxas caem discurso psoloficial noite camar _,0
rt robsonhreal orgulho hetero seempreee,1
loucura olha rolando internet gravíssimo lembra tal doida acusou dep httpstcouh7jbpldnn,0
brasileiro cansado enganado sos regime militar get out dilma,0
rt srbueno74 deus perdoa internet impiedosa perdoa justiceiro_sujo mostra prova crime,0
rt savoltrath humornegroo basicamente pessoas dão risada outros todo mundo fica bravo,0
rt leandrolechuga rachelsherazade esquerda pira httpstcolshvx4rfqz,0
lívia nepomuceno fox sports consigo olhar coisa duas caso httpstcor2ftcezgrt,0
pagapaulo fez homem perder emprego porque cara deu opinião facebook adivinha moral _ httpstcon8g8qbu3sb,0
garota vai tratar esfrego argumentos lógico fatos verdade cara mostrando quanto vc ingênu _ httpstcozpipvycndc,0
n racista pq racismo crime crime coisa pretokkkkkk,1
feliz dia mulher mulher diadamulher bolsonaroreidomundo feliz dia mulheres dia internaci _ httpstco2kgqxlodpw,0
murilo deixou prova branco vou bater nele,0
pensar defendi moçacoitado cerrado falsamente acusada elae estragos morais httpstco0n64shwdcz,0
acreditando cadê senadores httpstcobvdcyz6eyi,0
hitler ligou forno pqp,0
primeiramente bolsonaro segundamente presidente,0
rt ladiedosite fala mal capitalismo celularzinho papai deu,0
disse domingo dia estudar veja tema escreva redação enem redação sisu httpstcox9fcuycflh,0
parabéns realdonaldtrump sinal inequivoco estás caminho certo httpstcozfzguvpwld,0
homemdeverdade gosta averdadeeh rodeios,0
rt jpintocoelho60 razão coragem contra infâmia medo passa aqui pnr nação identidade sosracismo esquerdanet psociali _,0
rt coimbrinha04 amo sorriso,0
morte hipsters camisetas cores citricas morte meias coloridinhas cuequinhas alegres,0
mulher concorda feminismo outra definição burra,1
feliz dia acho engraçado,0
rt carlosbolsonaro nada político padrão desdenha qualquer recado população política insossa oposição amada _,0
fcancio pesopesado gangue comunicação social apesar censura cobarde ridicularizarem opõe começam tremer,0
angola angola possível produzir cartão eleitoral fiável porque conceder bilhete httpstco5whbqmhuph,0
qdo vc vê q mulher q vc gosta bloqueou pq vc comeu outra httpstcoxulxyhzpyl,1
sportinguistas 13 minutos festejar primeiro troféu época eliminação benfica prova podia ganhar,0
imagina vou deixar ver belos rabos rede tv pra ver oscar bando actor babaca querendo lacra contra trump,1
praticam islao,0
rt tiagoleifert thgdomingues joaquinvoltou saindo daqui pego helicóptero conquistei trabalho honesto vou pra bragança _,0
interessante promiscuidade masculina _natural_ mito segundo bióloga httpstcojafh0ckyxk,0
problema contrato quiser oras httpstcohrykxnkvik,0
paulobotelho87 glorificar sexo família resume sexo tão trivial faça sexo c mulher meio rua então idiota,0
o__ferreira volta terra,0
opinião deste tal juiz praticamente impede forças segurança país funcionem ridícula _ httpstco8qi1p2s6oh,0
rt janainadobrasil 12 falando empresários grupos milionários beneficiam financiamentos ver deveriam _,0
mimimi jornalnacional agora contra marine lepen,0
preconceituoso empregada negra,1
acabarem ler novo livro cavaco recomendo httpstco0yga97b47v,0
doctorvonjay mandar calar uns 2 3 parto sempre princípio daqueles adeptos vão 1x ano desculpo,0
filha puta donald trump diminui quantidade refugiados podem entrar país pq nao familia ta sofrendo la,1
curate_angola ab pq todo mundo sabe falar criança explicar maneira q perceba aprenda q respeito,0
rt fatosesquerda grande mídia autoridades locais ignoraram rotherham cidade 1400 crianças estupradas islâmi _,0
cancelaram impeachment golpe,0
littlemix jesy gorda feia bunda destaque lm parece mulher chuck amor _ httpstcogqs6rudkwd,1
ruihcruz vais dizer mentira,0
comentou ata sei feminista muxibenta ahh vão lavar louça mal amadas,1
crianças acreditem sempre vossos sonhos suicide squad ganhou óscar tudo possível oscars,0
ia voltava várias vezes todo respeito chris_branco,0
relatório força trabalho linkedin jan fev consecutivamente meses fortes contratação _ httpstcoddcouzudko,0
órgão comunicação social referência lista fakenews shame on der spiegel afd trump pnr httpstco5kbxpakdes,0
rt istevenoficial mabolsonaria linda demaiscasa cmg 3,0
jornalnoticias felisbelalopes quais limites prepotência carteldacomunicaçãosocial censura arbitrária discriminação,0
dia internacional mulher p3k preparou encontro cheio significado aprendizado trocas httpstcofto66scjow,0
trump vai quebrar eua sqn httpstcoeueiiker8a,0
rt geovane3210 arantxanome bolsonarosp olha cara sofrimento,0
rt estadohiramico playboy safado fortalece rt,0
hpalves pensava causa imigração,0
rt giovnnagadotti direitafalando viictor_andr deus ja posso morrer feliz dps encontrei twitter melhor twitter todo _,0
mih_armstrongl tambem nunca vi feminismo contra funktu ja viu valeska popozuda simbolo _ httpstcoexyi1i4ho3,0
cara fazer ilações sobre dieta alimentar fácil quero ver refutar falei fatos lógic _ httpstcoh27ngm7yjc,0
enfim alguém entende nessa life rt lenabahirah ah gente complicar sim vida totalmente previsível ñ graça,0
rt carmencorreia3 glória deus httpstcoztqjekudfq,0
terrorista radical islâmico acabou atacar museu louvre paris turistas ficaram presos frança novo espertos eua,0
observando marmanjo reclamando insônia depressão httpstcoekvgp2gdad,0
d1a islamofobia medo islão httpstcofpgkobgeyo,0
brownie aqui casa calabresa httpstcohpvic3vdlj,0
rt blogdopim relembro texto sobre denúncia ativista flagrada ato petista contra bolsonaro rebater xingamento https _,0
1 brasil assassinato porque muita arma porque bandido desarmamento,0
gente nao sabe mulher ta feliz burca nao sabe tranquilo p travesti ta roupa etc etc etc,0
agora sim correto pecesiqueira abraço paz httpstcoduombewwqu,0
conhecem algum bandido neste país ainda escrito livro ainda sido condecorado,0
mt burra menino falou feliz dia mulher ai pra percebi,1
